Meaning,,,,,,,,,,,,,,,Người học đánh giá kiến thức học được là mới,"Người học có cách nhìn nhận sự việc tích cực, hoặc tích cực làm việc (loại trừ ""tích cực hóa tư duy"" - nói về các công cụ)",,,,,,,,"Người học đánh giá kiến thức học được là có ích, muốn làm gì đó có ích (loại trừ ""liên tục tác động có ích"" - nói về một thủ thuật)","thủ thuật sáng tạo, thống kê ở đây để loại trừ đối với từ khóa ""có ích""",,Người học sẽ nghiên cứu thêm về PPLST,Người học sẽ xây dựng một thế giới quan mới nhờ PPLST,Người học sẽ xem xét các vấn đề với góc nhìn của PPLST,Người học sẽ dạy lại / hướng dẫn lại người khác về PPLST
data_individual/data_tunhan/tn0016.txt,"135
",0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1
data_individual/data_tunhan/tn0009.txt,"120
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
data_individual/data_tunhan/tn0013.txt,"126
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
data_individual/data_tunhan/tn0028.txt,"192
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
data_individual/data_tunhan/tn0022.txt,"146
",0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
data_individual/data_tunhan/tn0001.txt,"53
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
data_individual/data_tunhan/tn0033.txt,"200
",0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
data_individual/data_tunhan/tn0070.txt,"475
",0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1
data_individual/data_tunhan/tn0035.txt,"209
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data_individual/data_tunhan/tn0043.txt,"290
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
data_individual/data_tunhan/tn0054.txt,"461
",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
data_individual/data_tunhan/tn0045.txt,"299
",0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
data_individual/data_tunhan/tn0071.txt,"480
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
data_individual/data_tunhan/tn0015.txt,"129
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
data_individual/data_tunhan/tn0050.txt,"380
",0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0
data_individual/data_tunhan/tn0020.txt,"146
",0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
data_individual/data_tunhan/tn0019.txt,"146
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data_individual/data_tunhan/tn0068.txt,"475
",0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
data_individual/data_tunhan/tn0072.txt,"453
",0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1
data_individual/data_tunhan/tn0021.txt,"146
",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
data_individual/data_tunhan/tn0049.txt,"377
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
data_individual/data_tunhan/tn0067.txt,"475
",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1
data_individual/data_tunhan/tn0064.txt,"461
",0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1
data_individual/data_tunhan/tn0010.txt,"120
",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1
Sum per keywords,,0,69,70,70,73,70,71,55,48,48,50,51,0,49,120,0,56,58,59,79,48,47,100,20,0,88,60,74,69
